codigo_inmueble,precio,superficie_construida_m2,numero_dormitorios,numero_banos,tipologia,subtipologia,provincia,municipio,distrito,latitud,longitud,planta,es_exterior,tiene_ascensor,tiene_garaje,obra_nueva,distancia_min_playa_km,distancia_min_supermercado_km,distancia_min_colegio_km
110732317,1400.0,130.0,4,1,chalet,,Cantabria,Camargo,Escobedo,43.4065938,-3.904414,,,,True,False,6.537,2.957,0.346
106315596,1100.0,100.0,3,2,flat,,Cantabria,Santander,Alisal - Cazoña - San Román,43.4547653,-3.8574136,3,True,True,True,False,2.455,0.342,0.417
38913280,1150.0,100.0,3,2,flat,,Cantabria,Santander,Castilla - Hermida,43.4563488,-3.8127478,1,True,True,,False,2.299,0.112,0.117
110701997,1900.0,214.0,4,3,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Bezana,43.4453316,-3.8988948,,,,True,False,3.1,0.557,0.204
110698204,900.0,71.0,1,1,flat,,Cantabria,Santander,Castilla - Hermida,43.4576875,-3.812135,5,True,True,,False,2.209,0.145,0.041
110270353,900.0,73.0,2,1,flat,,Cantabria,Santander,Cuatro Caminos,43.4561652,-3.8262079,3,True,False,,False,2.739,0.343,0.161
110679069,1065.0,120.0,3,2,flat,,Cantabria,Santander,Alisal - Cazoña - San Román,43.4634733,-3.8430727,1,True,True,,False,1.772,0.508,0.317
85092716,1450.0,115.0,4,2,flat,,Cantabria,Santander,Castilla - Hermida,43.4579592,-3.810991,4,True,True,,False,2.113,0.145,0.057
110644564,850.0,70.0,1,1,flat,,Cantabria,Santander,Cuatro Caminos,43.4581719,-3.824328,2,True,True,,False,2.581,0.191,0.065
110633669,900.0,66.0,2,1,flat,,Cantabria,Santander,Cuatro Caminos,43.4587283,-3.828991,,True,False,,False,2.403,0.123,0.212
95817704,1500.0,62.0,2,1,flat,,Cantabria,Santander,Castilla - Hermida,43.4540191,-3.8138678,3,True,True,,False,2.475,0.271,0.128
107743383,650.0,35.0,1,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3799458,-3.2183814,2,False,False,,False,0.2,0.132,0.102
107915242,830.0,45.0,1,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3819077,-3.2192899,3,True,True,,False,0.171,0.086,0.234
111056515,900.0,50.0,1,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3831956,-3.2187801,1,True,True,,False,0.223,0.129,0.086
106111679,1900.0,55.0,1,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3818325,-3.2218194,1,True,True,True,False,0.372,0.076,0.163
104944177,2400.0,100.0,3,2,flat,,Cantabria,Castro-Urdiales,Centro,43.3844807,-3.2215674,5,True,True,,False,0.28,0.08,0.18
107766909,3500.0,110.0,3,2,flat,,Cantabria,Castro-Urdiales,Centro,43.3820331,-3.2168114,2,True,False,,False,0.065,0.117,0.244
105362153,1700.0,50.0,1,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3835826,-3.2207161,2,True,True,,False,0.286,0.042,0.138
111026595,2500.0,70.0,2,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3852995,-3.2256191,4,True,True,True,False,0.17,0.4,0.289
111010612,1500.0,220.0,4,5,chalet,terracedHouse,Cantabria,Castro-Urdiales,Playa Ostende,43.3934815,-3.2308747,,,,True,False,0.843,1.332,1.288
110993100,990.0,75.0,2,2,flat,,Cantabria,Castro-Urdiales,Cotolino,43.3720558,-3.2005736,3,True,True,True,False,0.261,0.48,0.292
110991029,1800.0,100.0,3,2,flat,,Cantabria,Castro-Urdiales,Brazomar,43.3752937,-3.2130521,5,True,True,True,False,0.127,0.592,0.48
110951375,3800.0,93.0,3,2,flat,,Cantabria,Castro-Urdiales,Cotolino,43.3725768,-3.2104003,10,,True,,False,0.174,0.376,0.109
107123469,900.0,70.0,2,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3821966,-3.2190979,1,True,False,,False,0.168,0.069,0.2
108442452,900.0,60.0,1,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3801632,-3.2193601,1,True,False,,False,0.23,0.059,0.162
110813720,850.0,75.0,2,1,flat,,Cantabria,Castro-Urdiales,Brazomar,43.3702761,-3.2125472,1,True,True,,False,0.448,0.374,0.294
110771862,4000.0,150.0,3,3,chalet,independantHouse,Cantabria,Castro-Urdiales,Playa Ostende,43.3877281,-3.2318672,,,,,False,0.493,0.972,0.845
110767811,2300.0,130.0,3,2,flat,penthouse,Cantabria,Castro-Urdiales,Playa Ostende,43.3891654,-3.2318238,3,True,True,True,False,0.546,1.05,0.946
110763464,1300.0,138.0,4,2,flat,duplex,Cantabria,Castro-Urdiales,Brazomar,43.3706859,-3.2138321,7,True,True,True,False,0.422,0.267,0.311
109179405,2500.0,80.0,2,2,flat,,Cantabria,Castro-Urdiales,Playa Ostende,43.3867031,-3.2291014,3,True,True,True,False,0.26,0.721,0.599
104539620,2800.0,75.0,2,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3838082,-3.2230451,4,True,True,True,False,0.406,0.158,0.069
104864704,1900.0,90.0,3,2,flat,,Cantabria,Castro-Urdiales,Centro,43.3839425,-3.2215238,3,True,True,True,False,0.307,0.037,0.172
110714262,760.0,76.0,2,2,flat,,Cantabria,Castro-Urdiales,Cotolino,43.373504,-3.2058098,4,True,True,,False,0.113,0.286,0.358
110604582,1600.0,280.0,4,3,chalet,semidetachedHouse,Cantabria,Castro-Urdiales,Brazomar,43.3721463,-3.2176565,,,,True,False,0.497,0.147,0.281
110517894,900.0,80.0,2,2,flat,,Cantabria,Castro-Urdiales,Centro,43.381169,-3.2283158,2,True,True,True,False,0.658,0.462,0.458
97771330,800.0,70.0,2,1,flat,,Cantabria,Castro-Urdiales,Playa Ostende,43.387284,-3.2275471,2,True,True,True,False,0.144,0.647,0.559
110287542,1700.0,188.0,3,3,chalet,semidetachedHouse,Cantabria,Castro-Urdiales,Samano,43.3577775,-3.2272543,,,,True,False,2.201,0.304,1.323
109643578,750.0,49.0,1,1,flat,,Cantabria,Castro-Urdiales,Centro,43.3823775,-3.2187594,3,True,False,,False,0.155,0.051,0.174
108458522,1200.0,140.0,3,2,chalet,independantHouse,Cantabria,Castro-Urdiales,Oriñón-Allendagua,43.3949757,-3.2482852,,,,,False,2.024,2.522,2.395
108975347,1200.0,100.0,3,2,flat,,Cantabria,Castro-Urdiales,Centro,43.3820456,-3.2189494,9,True,True,True,False,0.15,0.056,0.213
105302844,1650.0,180.0,4,3,flat,,Cantabria,Castro-Urdiales,Centro,43.3809685,-3.2153937,1,True,True,,False,0.161,0.263,0.229
105116648,2000.0,121.0,4,2,flat,duplex,Cantabria,Castro-Urdiales,Brazomar,43.3756907,-3.2132668,2,True,True,True,False,0.174,0.621,0.513
111096115,5000.0,87.0,3,2,flat,penthouse,Cantabria,Laredo,El Puntal,43.4260686,-3.4514277,12,True,True,,False,0.667,0.868,1.638
101664361,2500.0,60.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.4166389,-3.4365838,4,True,True,,False,0.945,0.79,0.761
105820090,2313.0,79.0,2,2,flat,,Cantabria,Limpias,,43.3605993,-3.4210694,bj,True,True,True,False,6.879,1.977,0.027
111002552,800.0,90.0,3,2,flat,,Cantabria,Laredo,Zona Playa,43.4153041,-3.4381753,1,True,True,True,False,0.999,0.735,0.659
104184710,1900.0,55.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.4175979,-3.4432451,11,True,True,True,False,0.633,0.284,1.094
108124857,850.0,75.0,2,2,flat,,Cantabria,Laredo,Zona Playa,43.4206576,-3.4437663,5,True,True,,False,0.291,0.186,1.398
110955249,850.0,105.0,3,2,flat,,Cantabria,Santoña,,43.4423469,-3.4531062,2,True,True,,False,0.347,0.123,0.183
110949426,1400.0,56.0,1,1,flat,,Cantabria,Laredo,Centro,43.4129925,-3.4093601,1,True,False,,False,2.316,0.408,0.404
108939153,1800.0,50.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.41135,-3.43891,3,True,True,True,False,1.386,0.535,0.371
106085691,1100.0,36.0,0,1,flat,studio,Cantabria,Laredo,Zona Playa,43.4093761,-3.4357789,15,True,True,True,False,1.679,0.278,0.102
108166700,1800.0,65.0,2,1,flat,,Cantabria,Limpias,,43.361775,-3.4262171,3,True,True,True,False,6.896,2.206,0.213
108221444,2300.0,65.0,2,1,flat,penthouse,Cantabria,Laredo,Zona Playa,43.4104996,-3.4373953,5,True,False,True,False,1.514,0.398,0.222
108215403,1350.0,60.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.4113017,-3.4375025,8,True,True,True,False,1.428,0.425,0.269
101682298,1700.0,40.0,0,1,flat,studio,Cantabria,Laredo,Centro,43.4115827,-3.4144453,1,True,True,,False,2.71,0.069,0.073
108286344,1150.0,60.0,2,1,flat,,Cantabria,Ampuero,,43.3471491,-3.4263968,1,True,True,True,False,7.057,0.869,0.452
104618479,1400.0,55.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.4105523,-3.4389306,12,True,True,True,False,1.47,0.522,0.344
110842985,1000.0,110.0,3,2,flat,,Cantabria,Santoña,,43.4427812,-3.4546854,1,,True,,False,0.378,0.029,0.186
108172961,1500.0,63.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.4105048,-3.4377813,2,True,True,True,False,1.503,0.429,0.252
110791874,1200.0,44.0,1,1,flat,,Cantabria,Laredo,Zona Playa,43.4106332,-3.4304675,2,True,True,,False,1.775,0.173,0.254
110836169,1250.0,60.0,2,1,flat,,Cantabria,Santoña,,43.4422136,-3.4590651,1,True,False,,False,0.389,0.118,0.366
108995564,2460.0,83.0,2,1,flat,,Cantabria,Laredo,Centro,43.4104354,-3.4075901,3,True,True,,False,2.223,0.61,0.515
110821958,2700.0,160.0,4,3,flat,,Cantabria,Santoña,,43.4441226,-3.4538997,3,,True,,False,0.529,0.137,0.093
110739207,2000.0,75.0,2,2,flat,,Cantabria,Laredo,Zona Playa,43.4157144,-3.4395978,4,True,True,True,False,0.909,0.64,0.753
110752454,2500.0,83.0,2,1,flat,,Cantabria,Laredo,Centro,43.4120109,-3.4081494,3,True,True,,False,2.233,0.513,0.493
108123377,3300.0,47.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.4185,-3.443585,5,True,True,,False,0.531,0.194,1.191
110723302,950.0,180.0,4,3,flat,,Cantabria,Laredo,Centro,43.4110133,-3.4138179,6,True,True,,False,2.703,0.148,0.138
110650386,2100.0,75.0,3,1,flat,,Cantabria,Laredo,Carlos V,43.4085993,-3.4245135,2,True,True,,False,2.261,0.613,0.611
110549028,1500.0,60.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.4146474,-3.4384153,1,True,False,,False,1.056,0.693,0.603
108865684,1360.0,40.0,0,1,flat,studio,Cantabria,Laredo,El Puntal,43.4237215,-3.4487591,1,True,True,,False,0.396,0.533,1.906
110542661,2950.0,90.0,3,2,flat,,Cantabria,Laredo,Centro,43.413189,-3.4141229,5,True,True,,False,2.653,0.049,0.108
107746974,2000.0,80.0,2,2,flat,,Cantabria,Laredo,Zona Playa,43.4197968,-3.4441442,5,True,True,,False,0.387,0.112,1.334
108002642,2800.0,155.0,4,2,chalet,,Cantabria,Laredo,El Puntal,43.425426,-3.4494375,,,,True,False,0.508,0.726,1.744
101390350,4500.0,130.0,4,2,flat,,Cantabria,Laredo,Carlos V,43.4063361,-3.4230693,1,True,True,True,False,2.525,0.561,0.495
108505182,2250.0,80.0,2,2,flat,,Cantabria,Laredo,Centro,43.4103678,-3.4171095,2,,True,,False,2.596,0.186,0.137
105279888,2100.0,70.0,2,1,flat,,Cantabria,Laredo,Centro,43.4065904,-3.4182975,1,,False,,False,2.778,0.259,0.132
104678670,4600.0,184.0,4,3,flat,,Cantabria,Laredo,Centro,43.4119016,-3.4129913,4,True,True,,False,2.622,0.152,0.107
107836026,1100.0,50.0,1,1,flat,,Cantabria,Laredo,El Puntal,43.4253439,-3.4481023,2,True,True,,False,0.411,0.677,1.784
108625916,2500.0,120.0,3,2,flat,,Cantabria,Laredo,El Puntal,43.4255649,-3.4471857,8,,True,,False,0.368,0.682,1.777
110321586,2750.0,70.0,3,2,flat,,Cantabria,Laredo,El Puntal,43.4279557,-3.4480111,4,True,True,,False,0.618,0.955,1.503
106654686,1450.0,396.0,3,3,chalet,independantHouse,Cantabria,Barcena de Cicero,,43.3928739,-3.4729083,,,,True,False,3.416,0.055,1.343
108709796,2200.0,65.0,2,1,flat,,Cantabria,Laredo,Zona Playa,43.4103974,-3.4384368,14,True,True,,False,1.498,0.481,0.301
110265201,3200.0,65.0,1,1,flat,,Cantabria,Laredo,Zona Playa,43.4196252,-3.4422098,3,,True,,False,0.428,0.266,1.235
105047401,3200.0,47.0,1,1,flat,,Cantabria,Laredo,Zona Playa,43.4106988,-3.4381233,7,True,True,True,False,1.474,0.459,0.285
110263963,1100.0,51.0,1,1,flat,,Cantabria,Laredo,Zona Playa,43.4185917,-3.4418476,3,,True,,False,0.546,0.314,1.121
109793447,1700.0,50.0,2,1,flat,,Cantabria,Laredo,Centro,43.4114051,-3.4104481,4,True,False,,False,2.427,0.355,0.319
108033986,2900.0,85.0,3,1,flat,,Cantabria,Laredo,Centro,43.4064994,-3.4193685,,True,False,,False,2.721,0.314,0.208
107539825,1800.0,67.0,2,1,flat,,Cantabria,Laredo,El Puntal,43.4334641,-3.4504199,5,,True,,False,0.734,0.899,0.869
110210516,1100.0,100.0,3,2,flat,,Cantabria,Laredo,Centro,43.4122596,-3.4149614,2,,True,,False,2.638,0.043,0.058
109579602,1000.0,91.0,3,2,flat,,Cantabria,Colindres,,43.3945532,-3.4499167,1,True,True,,False,2.892,0.068,0.101
106318546,550.0,91.0,2,1,flat,penthouse,Cantabria,Limpias,,43.3615954,-3.4202335,3,True,True,True,False,6.75,2.078,0.111
110806742,1895.0,310.0,4,4,chalet,independantHouse,Cantabria,Piélagos,Mortera,43.4428629,-3.926368,,,,True,False,2.999,1.462,1.19
87635807,750.0,50.0,0,1,flat,studio,Cantabria,Piélagos,Mortera,43.4444202,-3.9259992,bj,True,False,,False,2.861,1.578,1.311
100323520,487.0,35.0,1,1,flat,,Cantabria,Piélagos,Liencres,43.4582027,-3.9292771,1,True,False,,False,1.312,0.157,0.656
110679255,1000.0,60.0,2,1,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4648434,-3.9054179,,,,True,False,0.976,1.997,0.711
110612744,900.0,55.0,2,1,flat,,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4644277,-3.9074608,bj,True,False,True,False,0.951,1.826,0.86
110587804,900.0,55.0,1,1,flat,,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.46485,-3.9072845,bj,True,False,True,False,0.912,1.854,0.818
110578607,1500.0,105.0,5,3,flat,,Cantabria,Santander,Alisal - Cazoña - San Román,43.4595801,-3.8498137,4,True,False,,False,2.253,0.12,0.175
110560891,900.0,60.0,1,1,flat,,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4623072,-3.904417,en,True,False,,False,1.263,2.014,0.754
94938326,1895.0,310.0,4,4,chalet,independantHouse,Cantabria,Piélagos,Mortera,43.443223,-3.9257347,,,,True,False,2.996,1.46,1.19
39570040,1500.0,240.0,4,3,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4645708,-3.9088418,,,,True,False,0.906,1.725,0.935
107029877,1500.0,120.0,3,2,flat,,Cantabria,Santa Cruz de Bezana,Soto de la Marina,43.4685247,-3.8990221,3,True,True,True,False,0.728,1.894,0.133
98318284,1200.0,40.0,1,1,flat,,Cantabria,Santander,Peñacastillo - Nuevamontaña,43.4512531,-3.8658014,2,True,False,,False,2.735,0.824,0.596
108843495,1000.0,99.0,3,2,flat,,Cantabria,Santa Cruz de Bezana,Bezana,43.440201,-3.8941732,bj,True,True,,False,3.627,0.207,0.758
109769483,990.0,217.0,3,3,chalet,independantHouse,Cantabria,Piélagos,Boo,43.4332734,-3.9459361,,,,,False,2.154,2.184,1.079
109164241,900.0,80.0,2,1,flat,,Cantabria,Piélagos,Liencres,43.461294,-3.9257251,bj,True,False,,False,1.026,0.33,0.687
106815522,2000.0,330.0,3,2,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Mompia,43.4413053,-3.9187406,,,,True,False,3.316,0.986,0.758
104321773,650.0,69.0,2,1,flat,,Cantabria,Suances,,43.4337688,-4.0378567,bj,True,False,,False,0.311,0.321,0.874
111051124,610.0,60.0,2,1,flat,,Cantabria,Mogro,,43.4285979,-3.975449,3,True,False,,False,0.867,0.272,0.395
89793909,650.0,96.0,2,2,flat,,Cantabria,Mogro,,43.4407443,-3.9717292,3,True,False,True,False,0.096,1.508,1.095
110919619,890.0,80.0,2,2,flat,,Cantabria,Miengo,,43.4308743,-4.0062231,4,True,False,,False,1.047,0.293,0.947
110917836,1250.0,80.0,3,1,chalet,independantHouse,Cantabria,Polanco,,43.3964612,-4.0163431,,,,True,False,3.784,0.618,1.091
110900010,950.0,80.0,2,1,flat,penthouse,Cantabria,Mogro,,43.4277194,-3.9724052,2,True,True,True,False,1.013,0.062,0.145
106898377,18000.0,1013.0,9,8,chalet,independantHouse,Cantabria,Piélagos,Arce,43.415268,-3.9438131,,,,True,False,3.478,0.232,0.067
110849496,1250.0,80.0,3,1,chalet,independantHouse,Cantabria,Polanco,,43.3959779,-4.0160764,,,,True,False,3.842,0.591,1.036
109665225,800.0,45.0,1,1,flat,,Cantabria,Suances,,43.4356696,-4.0452256,2,True,True,,False,0.14,0.336,0.962
110394617,700.0,53.0,0,1,flat,studio,Cantabria,Suances,,43.4248005,-4.0509452,bj,True,False,,False,1.111,0.824,0.647
110441377,1750.0,150.0,4,3,chalet,semidetachedHouse,Cantabria,Polanco,,43.3979774,-4.0160353,,,,True,False,3.641,0.77,1.258
108917781,1800.0,91.0,3,1,flat,,Cantabria,Suances,,43.4266236,-4.0443084,4,True,False,,False,0.753,0.313,0.079
106505414,800.0,82.0,2,2,chalet,terracedHouse,Cantabria,Polanco,,43.3850629,-4.0107812,,,,True,False,5.127,1.145,0.408
109881646,1750.0,150.0,4,3,chalet,semidetachedHouse,Cantabria,Polanco,,43.395835,-4.0142582,,,,True,False,3.918,0.691,1.021
109833201,1200.0,200.0,3,3,chalet,independantHouse,Cantabria,Suances,,43.4086874,-4.0376832,,,,True,False,2.119,1.844,0.898
109827366,600.0,45.0,1,1,flat,,Cantabria,Suances,,43.4248168,-4.0347571,1,,False,,False,0.316,0.38,0.491
109686352,2000.0,128.0,3,2,flat,,Cantabria,Suances,,43.4408331,-4.0425505,bj,True,False,True,False,0.417,0.771,1.529
109581589,1250.0,191.0,4,2,chalet,terracedHouse,Cantabria,Miengo,,43.4278134,-3.9942355,,,,,False,1.394,1.317,1.852
109133338,700.0,79.0,2,1,flat,,Cantabria,Cudon,,43.4143064,-4.0126274,1,True,False,True,False,2.344,1.993,2.211
108378836,6500.0,80.0,3,2,flat,,Cantabria,Suances,,43.4342543,-4.0449626,1,True,True,True,False,0.2,0.256,0.803
108142361,650.0,65.0,2,1,flat,,Cantabria,Suances,,43.4353505,-4.042996,1,True,True,True,False,0.056,0.185,0.919
105612903,2700.0,112.0,3,1,flat,penthouse,Cantabria,Suances,,43.4310704,-4.0446381,2,True,False,True,False,0.524,0.389,0.45
111102537,650.0,45.0,1,1,flat,,Cantabria,Piélagos,Arce,43.4044546,-3.928878,bj,True,False,True,False,5.179,1.126,1.637
108371705,900.0,81.0,2,2,flat,,Cantabria,Piélagos,Arce,43.4158616,-3.9383015,1,True,False,True,False,3.743,0.64,0.404
108728740,4500.0,514.0,5,4,chalet,independantHouse,Cantabria,Santa Cruz de Bezana,Maoño,43.4148504,-3.9127107,,,,True,False,5.475,2.027,1.366
111104004,925.0,68.0,3,1,flat,,Cantabria,Santander,General Dávila,43.4683998,-3.7939938,3,True,False,,False,0.92,0.168,0.213
111066706,800.0,45.0,0,1,flat,studio,Cantabria,Santander,Los Castros,43.4689929,-3.7963774,,,False,,False,1.108,0.241,0.311
110016370,800.0,49.0,2,1,flat,,Cantabria,Santander,Los Castros,43.4675785,-3.8088046,bj,True,False,,False,1.943,0.183,0.089
81288388,900.0,80.0,2,1,flat,,Cantabria,Santander,Valdenoja,43.4830954,-3.7942488,5,True,True,True,False,0.6,0.444,0.098
111067367,1600.0,160.0,3,3,flat,duplex,Cantabria,Santander,Valdenoja,43.4817884,-3.7954055,3,True,True,True,False,0.762,0.394,0.197
111064027,850.0,62.0,2,1,flat,,Cantabria,Santander,Centro - Ayuntamiento,43.462016,-3.8129032,2,True,True,,False,2.2,0.053,0.319
111065170,2800.0,165.0,3,2,flat,penthouse,Cantabria,Santander,Puerto Chico,43.4648889,-3.7971256,6,True,True,True,False,0.955,0.108,0.11
111051378,2300.0,120.0,3,2,flat,,Cantabria,Santander,El Sardinero,43.4701878,-3.7869905,2,True,True,True,False,0.505,0.377,0.236
111051233,975.0,80.0,2,2,flat,,Cantabria,Santander,Valdenoja,43.4799769,-3.7949518,2,True,True,,False,0.695,0.333,0.3
111051295,1200.0,95.0,3,2,flat,,Cantabria,Santander,Los Castros,43.467652,-3.8093915,6,True,True,True,False,1.991,0.23,0.09
